Gender,Chain,PaymentMethod,Occupation,Age,FamilySize,Income,PurchaseAmount
Female,Other,DebitCard,Professional,86,3,40100,142.84
Male,Major B,StoreCard,Service,80,2,21000,142.84
Female,Major A,DebitCard,Service,36,4,71200,142.83
Male,Other,StoreCard,Retired,31,1,20900,142.8
Male,Major D,Check,Sales,38,2,26000,142.77
Female,Major E,StoreCard,Owners,45,2,61200,142.73
Female,Major A,Cash,Farm,24,3,61500,142.62
Male,Regional C,Cash,Skilled,82,2,10850,142.6
Male,Major B,Cash,Owners,53,2,92300,142.51
Female,Major E,StoreCard,Other,22,2,7350,142.5
Male,Regional C,StoreCard,Skilled,20,3,14950,142.5
Female,Major B,Cash,Other,67,3,56200,142.49
Male,Major A,Cash,Service,60,4,5350,142.42
Male,Major B,Cash,Other,29,5,19100,142.33
Male,Major E,Check,Retired,63,2,50700,142.33
Male,Major E,Check,Professional,38,2,0,142.31
Female,Major A,Cash,Other,30,2,26200,142.23
Female,Major E,Check,Owners,47,2,69600,142.22
Male,Regional C,Check,Other,19,3,23600,142.2
Female,Major B,StoreCard,Clerical,86,4,12350,142.19
Male,Major E,Cash,Professional,67,2,41800,142.19
Female,Major E,StoreCard,Professional,63,4,8450,142.18
Male,Major B,Check,Professional,70,2,37400,142.15
Female,Major E,Check,Owners,39,4,83900,142.14
Female,Major E,StoreCard,Other,28,2,33400,142.12
Female,Regional C,StoreCard,Owners,36,5,90200,142.12
Male,Major E,Cash,Owners,51,2,20800,142.12
Male,Major D,StoreCard,Skilled,72,4,89100,142.1
Male,Major D,StoreCard,Professional,44,3,90600,142.09
Female,Major E,Check,Owners,84,4,11850,142.07
Male,Major A,Cash,Skilled,32,2,11950,142.05
Female,Other,Cash,Owners,49,1,92000,142.01
Female,Regional A,Check,Retired,37,2,24800,141.98
Female,Major A,Cash,Other,47,1,72900,141.93
Male,Regional A,Check,Professional,32,2,68100,141.86
Male,Other,Cash,Owners,79,2,22900,141.81
Male,Major E,Check,Skilled,39,3,10250,141.79
Male,Other,Cash,Other,28,1,27200,141.78
Female,Major B,StoreCard,Military,44,5,61100,141.77
Female,Regional B,Cash,Service,67,4,25000,141.75
Female,Major D,Check,Professional,30,5,60700,141.75
Male,Major A,Check,Retired,63,2,0,141.74
Female,Regional C,Cash,Skilled,20,3,13150,141.73
Female,Regional B,Cash,Farm,24,3,69700,141.73
Female,Major A,Cash,Other,44,3,12250,141.71
Male,Major E,Check,Retired,25,2,30200,141.71
Male,Major E,Check,Other,44,2,600,141.68
Male,Major E,StoreCard,Retired,76,2,16050,141.66
Male,Major B,StoreCard,Other,42,2,34400,141.63
Female,Regional C,Check,Military,41,2,84600,141.56
Male,Major B,Cash,Owners,43,3,13150,141.56
Female,Major E,Check,Owners,49,2,200,141.55
Female,Major A,Cash,Professional,39,1,85900,141.55
Female,Regional B,Check,Owners,61,2,66100,141.5
Female,Major E,StoreCard,Professional,44,1,51300,141.47
Male,Regional C,Cash,Other,73,2,8850,141.46
Male,Major E,Cash,Other,53,2,88100,141.44
Female,Major B,Check,Professional,45,4,10450,141.4
Female,Major A,DebitCard,Service,70,3,13450,141.37
Male,Major E,Cash,Professional,39,2,39800,141.34
Female,Major A,Cash,Retired,48,2,0,141.28
Female,Regional A,Check,Retired,71,2,20000,141.23
Female,Major A,DebitCard,Professional,37,1,42100,141.21
Female,Major B,StoreCard,Retired,70,4,36100,141.2
Female,Major D,StoreCard,Retired,33,2,14850,141.18
Female,Major E,Check,Professional,30,3,68700,141.17
Male,Other,Check,Other,80,1,22000,141.16
Male,Major B,DebitCard,Owners,23,4,6700,141.12
Male,Other,DebitCard,Owners,67,2,38000,141.1
Female,Regional B,StoreCard,Retired,39,3,90800,141.09
Female,Other,Cash,Retired,36,1,84400,141.08
Female,Regional C,StoreCard,Sales,55,3,76500,141.04
Male,Major A,Cash,Retired,48,2,0,141.02
Female,Major D,Check,Professional,42,2,84300,141.01
Male,Major A,DebitCard,Professional,27,2,9100,140.98
Female,Major A,Cash,Professional,28,1,28500,140.9
Male,Regional D,Cash,Service,72,2,64000,140.9
Female,Major A,Cash,Other,30,1,7050,140.89
Male,Major A,Cash,Service,64,2,50700,140.86
Female,Major A,Cash,Retired,29,1,58800,140.84
Female,Major D,Check,Professional,49,3,4800,140.83
Female,Major A,Cash,Other,70,1,58000,140.78
Male,Major E,StoreCard,Retired,40,2,44700,140.67
Female,Other,Check,Owners,39,4,0,140.59
Male,Regional D,StoreCard,Other,81,2,25700,140.59
Female,Major E,StoreCard,Owners,69,3,5450,140.5
Female,Major B,Check,Professional,49,5,69800,140.5
Male,Major A,Cash,Other,45,3,70300,140.35
Female,Other,Cash,Skilled,27,1,85300,140.33
Male,Regional A,Check,Owners,59,5,28300,140.3
Female,Major A,DebitCard,Professional,43,3,24700,140.16
Female,Major D,StoreCard,Other,22,1,45100,140.16
Male,Regional B,Cash,Skilled,34,4,4600,140.14
Male,Major D,Check,Retired,68,2,23800,140.14
Male,Major B,StoreCard,Owners,65,3,56300,140.14
Female,Regional D,Check,Retired,69,2,65700,140.06
Female,Major B,Check,Skilled,86,4,5850,139.93
Male,Major A,DebitCard,Other,43,6,3100,139.87
Female,Major A,Cash,Retired,55,2,74200,139.84
Female,Major A,Cash,Other,48,3,47400,139.79
Male,Other,Cash,Other,61,1,35700,139.74
Female,Major A,Cash,Skilled,61,4,32700,139.71
Female,Major B,Check,Owners,50,5,51700,139.71
Male,Major E,Check,Retired,25,3,30400,139.71
Female,Major A,Cash,Skilled,40,8,90300,139.61
Female,Major D,StoreCard,Retired,78,2,19300,139.55
Female,Major A,Cash,Skilled,33,3,58800,139.49
Male,Regional D,StoreCard,Retired,30,2,46200,139.49
Female,Major B,StoreCard,Sales,50,5,50100,139.47
Male,Major E,StoreCard,Retired,77,3,11850,139.46
Female,Regional B,Check,Other,47,1,43400,139.45
Female,Major A,Cash,Other,36,3,88800,139.42
Male,Major A,Cash,Retired,26,2,86900,139.42
Male,Major E,StoreCard,Skilled,57,2,61800,139.41
Female,Major B,StoreCard,Owners,55,2,0,139.39
Female,Regional C,Check,Professional,66,4,26600,139.39
Female,Regional C,StoreCard,Skilled,76,3,3100,139.33
Female,Major B,Cash,Service,69,2,44000,139.32
Female,Major A,Cash,Other,23,1,12450,139.29
Male,Major A,Cash,Other,53,3,86600,139.28
Male,Other,Cash,Retired,29,2,20800,139.25
Female,Other,Cash,Other,40,4,64400,139.24
Female,Other,StoreCard,Retired,39,4,50000,139.12
Female,Major A,Cash,Retired,22,2,13450,139.06
Female,Major E,Cash,Other,48,7,62600,139.06
Female,Other,Cash,Sales,56,2,62900,139.06
Male,Regional D,Cash,Clerical,35,2,63900,139.02
Female,Major A,Cash,Professional,36,2,46200,139.01
Male,Major B,Cash,Retired,45,2,58000,138.94
Male,Regional C,StoreCard,Farm,52,4,40000,138.93
Female,Major A,Cash,Retired,61,2,84400,138.9
Female,Regional D,Cash,Professional,73,3,90900,138.86
Male,Major B,Check,Professional,70,2,30900,138.82
Female,Major A,Cash,Retired,22,1,49900,138.79
Male,Major A,Cash,Retired,71,2,63800,138.79
Male,Other,StoreCard,Other,47,5,83600,138.56
Female,Other,Cash,Owners,28,4,0,138.51
Female,Regional C,DebitCard,Professional,43,5,46800,138.45
Female,Other,Cash,Retired,25,2,26400,138.42
Female,Other,Check,Clerical,39,1,37100,138.31
Female,Other,Cash,Retired,22,1,92100,138.28
Female,Regional B,Cash,Other,34,3,46300,138.27
Male,Major B,StoreCard,Other,47,2,90100,138.25
Female,Major E,Check,Owners,39,2,0,138.2
Female,Major B,StoreCard,Retired,46,2,66900,138.18
Female,Major D,Cash,Other,48,3,67100,138.09
Female,Other,StoreCard,Other,24,2,22900,138.08
Female,Regional B,Cash,Professional,53,2,53800,138.02
Female,Major B,Check,Owners,59,2,50300,137.89
Male,Major A,Cash,Professional,57,1,89200,137.89
Male,Major E,StoreCard,Other,47,1,9150,137.83
Male,Other,Cash,Skilled,77,4,33800,137.83
Female,Major A,DebitCard,Owners,43,5,0,137.81
Female,Major B,Check,Owners,28,2,58600,137.6
Female,Major E,Check,Other,57,1,82900,137.6
Male,Other,Check,Sales,45,2,21100,137.59
Female,Major B,StoreCard,Owners,49,4,32800,137.57
Female,Regional D,StoreCard,Other,65,1,51500,137.54
Male,Regional C,StoreCard,Skilled,50,5,2900,137.49
Male,Major E,Check,Professional,73,2,46200,137.32
Male,Other,Cash,Skilled,26,3,30800,137.31
Female,Major A,Cash,Retired,51,2,62600,137.22
Female,Major D,Check,Other,35,4,87900,137.22
Female,Regional B,Cash,Skilled,69,3,69600,137.19
Female,Major E,StoreCard,Other,24,1,91600,137.14
Male,Major E,Check,Owners,59,1,20600,137.12
Female,Regional C,Cash,Owners,82,2,32300,137.09
Female,Major B,Cash,Clerical,69,1,27000,136.94
Female,Major A,Cash,Retired,79,3,19100,136.93
Female,Major B,Cash,Other,67,3,56800,136.92
Female,Other,Check,Professional,57,3,12350,136.9
Male,Regional D,Check,Owners,83,4,31000,136.83
Female,Major D,Check,Other,23,3,4450,136.77
Male,Major D,Check,Skilled,45,4,88400,136.75
Male,Major D,Check,Owners,38,5,9700,136.74
Female,Major D,StoreCard,Retired,70,2,57000,136.73
Female,Major E,DebitCard,Professional,40,2,23500,136.71
Female,Major D,DebitCard,Other,40,1,34600,136.71
Male,Major A,Cash,Skilled,23,8,9850,136.69
Male,Regional C,StoreCard,Other,50,5,1300,136.4
Female,Major A,Check,Professional,43,2,54500,136.39
Female,Major E,StoreCard,Other,69,1,21200,136.35
Female,Major D,Check,Professional,59,2,44400,136.32
Male,Other,Cash,Other,30,1,9650,136.32
Female,Major B,StoreCard,Other,46,2,0,136.29
Female,Major A,DebitCard,Professional,43,4,23900,136.26
Male,Other,Check,Professional,38,4,23500,136.05
Male,Major A,DebitCard,Service,38,2,48100,136.04
Female,Regional C,DebitCard,Professional,70,2,14850,136.02
Female,Major E,StoreCard,Professional,31,2,66000,136
Female,Other,Check,Retired,26,2,8650,135.98
Male,Major E,StoreCard,Skilled,74,2,21200,135.96
Male,Major D,Cash,Professional,34,2,54200,135.96
Female,Major A,DebitCard,Retired,51,3,44100,135.94
Male,Regional B,DebitCard,Service,67,5,50000,135.92
Male,Major B,StoreCard,Owners,47,2,0,135.91
Male,Other,StoreCard,Owners,48,4,3500,135.83
Female,Major B,Check,Owners,33,4,5200,135.82
Female,Other,Check,Owners,78,2,30600,135.78
Female,Major B,StoreCard,Retired,77,2,27800,135.65
Male,Other,Check,Retired,56,2,84200,135.63
Female,Major E,StoreCard,Professional,68,4,28700,135.62
Male,Major A,Cash,Service,52,2,38400,135.6
Male,Major B,StoreCard,Skilled,57,2,65300,135.6
Female,Major A,Cash,Professional,34,1,66400,135.57
Male,Major B,StoreCard,Owners,47,2,0,135.5
Male,Major D,Cash,Skilled,26,2,34800,135.5
Male,Regional C,StoreCard,Retired,69,1,83000,135.47
Male,Major E,Check,Professional,74,4,53400,135.46
Female,Major B,Check,Clerical,47,2,900,135.44
Male,Major E,StoreCard,Retired,50,2,86300,135.44
Female,Major A,DebitCard,Other,61,5,31900,135.33
Male,Other,Cash,Owners,43,4,67700,135.28
Female,Other,StoreCard,Service,72,2,28100,135.27
Male,Regional C,Check,Other,33,1,87400,135.26
Female,Other,Cash,Retired,80,5,49700,135.24
Female,Major B,Cash,Owners,31,2,19600,135.18
Female,Major A,Cash,Retired,49,2,4600,135.16
Female,Major A,Cash,Sales,45,5,7550,135.1
Male,Regional C,DebitCard,Professional,70,2,12150,135.01
Male,Major B,StoreCard,Professional,24,2,20600,134.98
Male,Regional C,StoreCard,Retired,42,1,68100,134.94
Female,Other,StoreCard,Service,52,2,85000,134.92
Female,Minor B,DebitCard,Retired,40,3,0,134.86
Female,Major A,DebitCard,Other,67,6,16850,134.86
Male,Major A,Cash,Retired,68,3,31400,134.83
Female,Major E,StoreCard,Professional,70,2,28900,134.82
Male,Major A,DebitCard,Skilled,80,3,47100,134.79
Female,Major B,Check,Service,27,1,9750,134.78
Female,Major A,Check,Professional,78,3,38000,134.77
Female,Major A,Cash,Owners,49,3,38700,134.75
Female,Major D,Cash,Retired,26,1,44000,134.74
Male,Major A,Cash,Skilled,32,2,15950,134.74
Female,Major D,Check,Owners,32,4,42300,134.73
Female,Major E,StoreCard,Retired,47,4,12150,134.64
Female,Regional C,StoreCard,Other,37,5,61500,134.61
Male,Other,Cash,Other,74,1,32100,134.43
Female,Major A,Cash,Other,77,1,10550,134.41
Female,Major D,StoreCard,Other,44,2,45000,134.37
Female,Other,Check,Retired,53,2,70600,134.32
Female,Major D,StoreCard,Other,49,2,35000,134.29
Female,Major B,StoreCard,Owners,22,4,30200,134.28
Male,Major E,StoreCard,Owners,64,3,62200,134.25
Female,Major E,Check,Owners,22,1,13600,134.24
Female,Regional A,Check,Other,28,2,35300,134.18
Female,Major B,Check,Service,47,3,39800,134.18
Male,Major A,Cash,Retired,39,3,71100,134.17
Female,Major B,DebitCard,Other,26,1,19300,134.16
Female,Regional C,DebitCard,Other,64,1,57100,134.15
Female,Other,DebitCard,Professional,40,2,19000,134.12
Female,Major D,StoreCard,Professional,28,2,19300,134.04
Female,Regional B,DebitCard,Service,56,3,35400,134.04
Female,Regional D,StoreCard,Clerical,58,2,4350,133.96
Female,Other,Check,Other,48,8,91500,133.95
Male,Regional C,Check,Other,37,1,56400,133.95
Female,Major B,Check,Professional,27,1,43400,133.94
Male,Other,Check,Retired,73,2,51000,133.9
Female,Major D,Check,Service,65,4,17500,133.84
Male,Regional D,Cash,Retired,45,2,14850,133.83
Female,Major A,Cash,Other,36,1,90200,133.69
Female,Major B,DebitCard,Service,55,1,69500,133.67
Male,Major A,DebitCard,Service,67,5,51400,133.66
Female,Major B,StoreCard,Laborer,69,2,30700,133.59
Female,Major A,DebitCard,Owners,53,2,91000,133.53
Male,Major A,Cash,Other,61,5,27200,133.5
Male,Major E,Check,Retired,69,2,58200,133.49
Female,Major A,Cash,Retired,34,2,9950,133.46
Female,Major A,DebitCard,Skilled,48,4,59400,133.45
Male,Major A,DebitCard,Other,61,5,29500,133.29
Female,Major E,StoreCard,Other,25,3,12050,133.2
Male,Major D,StoreCard,Owners,52,3,59500,133.17
Male,Major A,Check,Skilled,26,3,30800,133.16
Male,Major B,Check,Service,58,2,42400,133.05
Female,Other,Cash,Other,50,2,29700,133.03
Female,Major A,Cash,Professional,59,3,37800,132.95
Male,Major B,StoreCard,Retired,58,2,39900,132.95
Male,Major A,Other,Professional,61,2,24400,132.87
Female,Regional D,StoreCard,Other,45,1,27300,132.82
Female,Major A,Cash,Other,72,1,9750,132.81
Male,Major B,StoreCard,Other,56,2,3500,132.81
Male,Major E,StoreCard,Service,63,5,90600,132.78
Male,Other,Cash,Other,29,3,67100,132.75
Male,Major B,Check,Other,80,1,20800,132.73
Male,Other,Cash,Service,42,3,84800,132.73
Female,Major E,Cash,Sales,38,2,31600,132.7
Female,Major A,Cash,Laborer,42,4,50600,132.68
Female,Other,DebitCard,Owners,35,3,0,132.64
Female,Other,Check,Owners,47,2,1600,132.61
Male,Major B,StoreCard,Professional,43,6,59200,132.61
Female,Major E,Check,Sales,35,2,0,132.56
Female,Major A,Cash,Other,42,2,62800,132.54
Male,Major D,StoreCard,Professional,62,2,4100,132.46
Female,Major D,Check,Other,52,1,7150,132.4
Male,Regional D,StoreCard,Professional,64,5,20000,132.4
Female,Major E,Check,Other,33,2,23900,132.37
Male,Major E,Cash,Other,63,2,19700,132.33
Male,Regional A,Cash,Skilled,39,4,68700,132.31
Female,Major A,Check,Owners,42,2,32600,132.29
Male,Major E,StoreCard,Retired,63,2,76600,132.28
Female,Major B,StoreCard,Professional,40,1,47400,132.23
Male,Other,Cash,Skilled,56,6,39900,132.19
Female,Major A,Cash,Other,41,1,40300,132.18
Male,Major A,Check,Professional,49,3,71400,132.18
Male,Regional C,Check,Other,66,3,36400,132.04
Male,Regional C,StoreCard,Retired,50,1,54100,132.01
Female,Other,Cash,Other,39,7,60900,132
Female,Regional A,Check,Retired,62,2,29900,131.93
Male,Major B,Check,Owners,78,2,39600,131.84
Female,Major A,Cash,Other,30,1,60800,131.78
Female,Major E,StoreCard,Retired,38,5,46700,131.72
Male,Major D,Cash,Skilled,67,4,28000,131.72
Female,Major E,StoreCard,Other,22,2,10750,131.71
Male,Major B,StoreCard,Owners,29,5,39400,131.63
Female,Major A,Cash,Professional,87,4,25900,131.6
Female,Major A,Cash,Other,73,3,26100,131.54
Male,Major D,Check,Other,26,2,28900,131.53
Female,Major B,Cash,Other,78,2,43600,131.5
Male,Major A,Cash,Service,40,1,53500,131.48
Female,Other,Cash,Professional,28,1,25700,131.38
Female,Major A,Check,Professional,71,2,19100,131.37
Female,Minor B,Check,Skilled,24,6,20800,131.34
Female,Major D,Check,Military,49,2,89400,131.34
Female,Major B,StoreCard,Skilled,50,2,40100,131.28
Female,Major A,DebitCard,Owners,48,3,25000,131.22
Female,Other,Check,Retired,65,2,40600,131.16
Male,Major A,DebitCard,Owners,76,3,32200,131.11
Male,Major A,Cash,Retired,63,4,56500,131.1
Male,Regional C,StoreCard,Owners,85,4,28100,131.04
Female,Other,Cash,Professional,23,1,17250,131.03
Female,Major E,Check,Professional,27,3,41500,130.96
Male,Major D,DebitCard,Owners,41,4,87000,130.9
Male,Major B,StoreCard,Retired,22,1,12550,130.89
Male,Regional D,Check,Sales,43,5,34500,130.89
Female,Major D,StoreCard,Owners,34,1,9650,130.83
Female,Other,Check,Other,80,2,17100,130.78
Male,Regional C,StoreCard,Skilled,50,5,0,130.7
Female,Other,Cash,Other,30,1,61600,130.64
Female,Major B,StoreCard,Retired,33,3,46100,130.61
Female,Other,Check,Retired,42,2,50800,130.59
Female,Major B,Cash,Other,33,1,0,130.54
Male,Major B,StoreCard,Service,24,4,22800,130.5
Male,Major D,Check,Other,31,5,66900,130.43
Female,Other,Check,Professional,52,2,200,130.4
Female,Major A,Cash,Other,56,4,39900,130.39
Male,Regional C,DebitCard,Owners,37,1,11650,130.33
Male,Major B,StoreCard,Professional,40,1,42800,130.27
Female,Major B,StoreCard,Professional,44,2,83300,130.2
Female,Regional A,Cash,Other,50,1,800,130.19
Female,Major D,Check,Professional,28,1,17800,130.19
Female,Other,Check,Other,23,3,63200,130.19
Female,Other,Check,Owners,48,2,13850,130.12
Female,Major D,Check,Professional,80,2,57700,130.09
Female,Major B,Cash,Owners,36,4,69000,129.98
Male,Major D,Check,Professional,33,2,42400,129.96
Female,Major D,Check,Other,42,3,9950,129.93
Female,Other,Cash,Skilled,32,3,87400,129.88
Female,Major E,Check,Professional,23,3,68800,129.84
Male,Major E,Check,Retired,41,2,4500,129.82
Female,Major A,Cash,Other,77,1,11350,129.77
Male,Other,Cash,Other,69,2,90600,129.77
Male,Major B,Check,Owners,32,8,20200,129.76
Female,Regional A,StoreCard,Professional,35,3,30200,129.75
Female,Major A,Check,Other,77,1,8250,129.71
Male,Major A,Cash,Professional,30,2,21300,129.71
Male,Major A,Check,Professional,65,4,20400,129.69
Female,Regional C,StoreCard,Skilled,24,2,51400,129.68
Male,Major B,Check,Professional,42,2,44200,129.64
Female,Minor B,Cash,Retired,74,5,12250,129.63
Female,Regional C,StoreCard,Professional,31,2,34200,129.59
Male,Major D,DebitCard,Other,34,1,58400,129.59
Female,Regional D,DebitCard,Retired,36,3,25300,129.58
Female,Major A,Cash,Professional,42,4,34300,129.58
Male,Major B,StoreCard,Professional,64,3,7450,129.51
Male,Major B,Check,Other,52,2,14000,129.47
Female,Major D,Check,Professional,43,2,51300,129.45
Female,Major E,StoreCard,Retired,54,8,83700,129.39
Female,Major A,Cash,Other,30,1,7150,129.3
Male,Regional C,StoreCard,Other,66,2,46000,129.3
Female,Major B,Cash,Other,44,1,43100,129.28
Female,Major B,Cash,Other,41,6,75700,129.28
Male,Regional B,DebitCard,Skilled,35,2,55800,129.24
Female,Major B,StoreCard,Skilled,26,2,6750,129.19
Female,Major B,StoreCard,Professional,50,2,24100,129.09
Male,Regional B,StoreCard,Owners,67,7,23300,129.04
Male,Major B,StoreCard,Owners,29,5,37600,129.02
Female,Regional C,StoreCard,Other,75,2,86200,128.99
Female,Other,Check,Retired,53,1,23500,128.94
Male,Major D,StoreCard,Service,40,2,3000,128.93
Male,Other,Cash,Other,35,3,0,128.87
Male,Major A,Cash,Other,37,1,56100,128.87
Male,Major B,StoreCard,Professional,39,4,52900,128.87
Male,Regional D,StoreCard,Owners,36,3,28400,128.72
Male,Major B,Cash,Retired,63,2,54200,128.71
Male,Other,Check,Other,80,1,25100,128.67
Male,Major D,StoreCard,Retired,68,2,19100,128.62
Female,Major A,Cash,Professional,74,2,24200,128.58
Male,Major E,Cash,Owners,38,6,42600,128.51
Female,Regional C,StoreCard,Professional,37,3,88100,128.47
Male,Other,StoreCard,Professional,68,3,30800,128.42
Male,Regional A,StoreCard,Owners,62,2,56600,128.4
Female,Major A,Cash,Other,58,4,90600,128.39
Female,Major A,Cash,Professional,49,3,21800,128.37
